,PIece_ID,Phrase_number,Phrase_start,Phrase_stop,Rhyme_ID,Phrase_text,piece_id,Column10,Column11,Column12
2330,DC1203,5,11,17,b,"Je n'auray point de jalouzie,",Souvent amour ne sçay pourquoy,,,
2331,DC1203,6,16,22,c,"Si pour elle je vois mourant,",Souvent amour ne sçay pourquoy,,,
2332,DC1203,7,22,26,b,"J'en ay passé ma fantaisie,",Souvent amour ne sçay pourquoy,,,
2333,DC1203,8,26,30,c,Il n'aura que mon demeurant.,Souvent amour ne sçay pourquoy,,,
2334,DC1204,1,1,3,a,"Tout ce qu'on peut en elle voir,",Tout ce qu'on peut en elle voir,,,
2335,DC1204,2,3,5,b,"N'est que douceur, et amytié,",Tout ce qu'on peut en elle voir,,,
2336,DC1204,3,5,7,a,"Beauté, bonté, et un vouloir",Tout ce qu'on peut en elle voir,,,
2337,DC1204,4,7,9,b,Tout plein d'amoureuse pitié:,Tout ce qu'on peut en elle voir,,,
2338,DC1204,5,10,11,b,Mais je n'en suis edifié,Tout ce qu'on peut en elle voir,,,
2339,DC1204,6,11,13,c,"De rien mieux, car le regard d'elle,",Tout ce qu'on peut en elle voir,,,
2340,DC1204,7,13,16,c,"Me met en une peine telle,",Tout ce qu'on peut en elle voir,,,
2341,DC1204,8,16,18,b,Que ne la puis dire à moytié.,Tout ce qu'on peut en elle voir,,,
2342,DC1204,9,19,23,d,"Si ne la voy, je me lamente,",Tout ce qu'on peut en elle voir,,,
2343,DC1204,10,23,26,d,"Quand je la voy, je me tourmente,",Tout ce qu'on peut en elle voir,,,
2344,DC1204,11,26,30,e,"Le doux n'est jamais sans l'amer,",Tout ce qu'on peut en elle voir,,,
2345,DC1204,12,31,34,e,Voila que c'est de trop aymer.,Tout ce qu'on peut en elle voir,,,
2346,DC1205,1,1,6,a,"Mon père my marie,",Mon pere my marye (La hotte),,,
2347,DC1205,2,5,10,a,"Tout à sa fantaisie,",Mon pere my marye (La hotte),,,
2348,DC1205,3,10,12,b,"A un vieillard bon homme,",Mon pere my marye (La hotte),,,
2349,DC1205,4,12,14,c,Vilain jaloux.,Mon pere my marye (La hotte),,,
2350,DC1205,5,13,15,d,"Il a bruslé la hotte,",Mon pere my marye (La hotte),,,
2351,DC1205,6,15,17,c,"Bretelles, et tout.",Mon pere my marye (La hotte),,,
2352,DC1205,7,17,20,a,J'auray (je vous affie),Mon pere my marye (La hotte),,,
2353,DC1205,8,20,23,a,"Un amy à ma guise,",Mon pere my marye (La hotte),,,
2354,DC1205,9,23,26,b,Si ferons le bon homme,Mon pere my marye (La hotte),,,
2355,DC1205,10,26,30,c,Coqu du tout.,Mon pere my marye (La hotte),,,
2356,DC1205,11,30,37,d,"Il a bruslé la hotte,",Mon pere my marye (La hotte),,,
2357,DC1205,12,37,39,c,Bretelles et tout.,Mon pere my marye (La hotte),,,
2358,DC1206,1,1,6,a,"Quand l'amitié longuement s'entretient,",Quand l'amytié longuement s'entretient,,,
2359,DC1206,2,7,12,b,"C'est une preuve et certain tesmoignage,",Quand l'amytié longuement s'entretient,,,
2360,DC1206,3,1,6,a,"Que tout son cueur de bonne source vient,",Quand l'amytié longuement s'entretient,,,
2361,DC1206,4,7,13,b,Et que l’honneur a tousjours l’avantage.,Quand l'amytié longuement s'entretient,,,
2362,DC1206,5,13,16,c,Craindre ne faut qu'un autre amour volage,Quand l'amytié longuement s'entretient,,,
2363,DC1206,6,16,20,d,"Puisse troubler leur grand contentement,",Quand l'amytié longuement s'entretient,,,
2364,DC1206,7,20,24,c,"Il est conduit de main si seure et saige,",Quand l'amytié longuement s'entretient,,,
2365,DC1206,8,24,34,d,Qui durera perpetuellement.,Quand l'amytié longuement s'entretient,,,
2366,DC1207,1,1,4,a,"Pour l'un des baisers jolis,",Pour l'un des baisers jolis,,,
2367,DC1207,2,5,7,b,"Qu'a cent m'amye me donne,",Pour l'un des baisers jolis,,,
2368,DC1207,3,8,10,a,"Lors que ses tetins polis,",Pour l'un des baisers jolis,,,
2369,DC1207,4,10,13,a,"En blancheur passent le Lis,",Pour l'un des baisers jolis,,,
2370,DC1207,5,13,16,b,A moy du tout abandonne.,Pour l'un des baisers jolis,,,
2371,DC1207,6,16,18,b,"Ya il dieu, ny personne,",Pour l'un des baisers jolis,,,
2372,DC1207,7,18,20,c,Qui n'abandonnast les cieuxe,Pour l'un des baisers jolis,,,
2373,DC1207,8,20,22,d,"Et au moindre de mon heur,",Pour l'un des baisers jolis,,,
2374,DC1207,9,22,23,d,"Ne les changeast de bon cueur,",Pour l'un des baisers jolis,,,
2375,DC1207,10,24,28,c,Et trop plus s'il avait mieux,Pour l'un des baisers jolis,,,
2376,DC1208,1,1,6,a,"Helas ma soeur m’amye j’en mourrois,","Helas ma soeur, m'amye, j'en mourrois",,,
2377,DC1208,2,6,12,b,"Disoit Alix qu’on vouloit marier,","Helas ma soeur, m'amye, j'en mourrois",,,
2378,DC1208,3,12,18,a,"Du premier coup vaincuë demourrois,","Helas ma soeur, m'amye, j'en mourrois",,,
2379,DC1208,4,18,24,b,Rien n’en feray ma mere a beau crier.,"Helas ma soeur, m'amye, j'en mourrois",,,
2380,DC1208,5,25,29,c,"Ha dit sa sœur, Alix ne te courrouce,","Helas ma soeur, m'amye, j'en mourrois",,,
2381,DC1208,6,29,33,d,"Et de cela ne prens aucun esmoy,","Helas ma soeur, m'amye, j'en mourrois",,,
2382,DC1208,7,33,41,c,"Car si tu veux que j’ayde à la recousse,","Helas ma soeur, m'amye, j'en mourrois",,,
2383,DC1208,8,41,56,d,Les premiers coups j’endureray pour toy.,"Helas ma soeur, m'amye, j'en mourrois",,,
2384,DC1209,1,1,11,a,"S'il est ainsi qu'ailleurs vous pretendés,",S'il est ainsi qu'ailleurs vous prétendés,,,
2385,DC1209,2,12,19,b,"Pour mon Amour de la vostre distraire,",S'il est ainsi qu'ailleurs vous prétendés,,,
2386,DC1209,3,19,23,a,Je ne sçay pas comment vous l'entendés:,S'il est ainsi qu'ailleurs vous prétendés,,,
2387,DC1209,4,23,37,b,Mal aisé est à deux aymans complaire.,S'il est ainsi qu'ailleurs vous prétendés,,,
2388,DC1210,1,1,7,a,"Sçais tu pas bien que je suis ta maistresse,",Sçais tu pas bien que je suis ta maistresse,,,
2389,DC1210,2,7,10,b,Pourquoy veux tu encore autre servir?,Sçais tu pas bien que je suis ta maistresse,,,
2390,DC1210,3,1,7,a,"Sçais tu pas bien que n'ay pris hardiesse,",Sçais tu pas bien que je suis ta maistresse,,,
2391,DC1210,4,7,11,b,"D’autre servant, service poursuivir?",Sçais tu pas bien que je suis ta maistresse,,,
2392,DC1210,5,11,17,b,Pense que tu ne sçaurois desservir,Sçais tu pas bien que je suis ta maistresse,,,
2393,DC1210,6,17,22,c,"Tant de travail, que tu veux entreprendre,",Sçais tu pas bien que je suis ta maistresse,,,
2394,DC1210,7,22,26,b,"Il vaut trop mieux une seule servir,",Sçais tu pas bien que je suis ta maistresse,,,
2395,DC1210,8,26,33,c,"Qu'en servant deux, mauvais service rendre.",Sçais tu pas bien que je suis ta maistresse,,,
2396,DC1211,1,1,6,a,"J'ay mis mon cueur en place si très-haute,",J'ay mis mon cueur en place si très haute,,,
2397,DC1211,2,6,11,b,"Que j'ay grand peur de bientost ma fin voir,",J'ay mis mon cueur en place si très haute,,,
2398,DC1211,3,1,6,a,"Helas, Amour, toi qui as fait la faute,",J'ay mis mon cueur en place si très haute,,,
2399,DC1211,4,6,12,b,Fay mon excuse yssu de bon vouloir.,J'ay mis mon cueur en place si très haute,,,
2400,DC1211,5,12,16,b,"En recompense de l'amoureux devoir,",J'ay mis mon cueur en place si très haute,,,
2401,DC1211,6,17,22,c,"Fay tost cesser ma peine qui trop dure,",J'ay mis mon cueur en place si très haute,,,
2402,DC1211,7,22,26,b,Et que je puisse par ton moyen avoir,J'ay mis mon cueur en place si très haute,,,
2403,DC1211,8,26,33,c,Quelque repos du tourment que j'endure.,J'ay mis mon cueur en place si très haute,,,
2404,DC1212,1,1,10,a,"Tant seulement ton Amour je demande,",Tant seulement ton amour je demande,,,
2405,DC1212,2,9,13,a,En suppliant que ta bonté commande,Tant seulement ton amour je demande,,,
2406,DC1212,3,13,20,b,"Au cueur de moy, comme à ton serviteur,",Tant seulement ton amour je demande,,,
2407,DC1212,4,20,24,a,"Car voluntiers il seroit de ta bande,",Tant seulement ton amour je demande,,,
2408,DC1212,5,25,30,b,S'il te plaisoit luy faire cest honneur.,Tant seulement ton amour je demande,,,
2409,DC1212,6,35,39,c,Tant seulement.,Tant seulement ton amour je demande,,,
2410,DC1213,1,1,12,a,"Tant seulement ton repos je desire,",Tant seulement ton repos,,,
2411,DC1213,2,11,18,a,"T'advertissant puisqu'il le te faut dire,",Tant seulement ton repos,,,
2412,DC1213,3,18,22,b,Que je ne suis disposée à t'aymer:,Tant seulement ton repos,,,
2413,DC1213,4,22,28,a,"Brief tu ne fais qu'augmenter ton martyre,",Tant seulement ton repos,,,
2414,DC1213,5,27,40,b,Et si ne veux serviteur te nommer.,Tant seulement ton repos,,,
2415,DC1213,6,39,45,c,Tant seulement.,Tant seulement ton repos,,,
2416,DC1214,1,1,3,a,Mon Dieu pourquoy n'est-il permis,"Mon Dieu, pourquoy n'est-il permis",,,
2417,DC1214,2,3,6,a,"D'oster son cueur, d'ou on l'a mis,","Mon Dieu, pourquoy n'est-il permis",,,
2418,DC1214,3,6,9,b,Aussi bien qu'on luy a peu mettre?,"Mon Dieu, pourquoy n'est-il permis",,,
2419,DC1214,4,10,11,c,"Faut-il donc toujours,","Mon Dieu, pourquoy n'est-il permis",,,
2420,DC1214,5,11,13,c,Que ce Dieu d'amours,"Mon Dieu, pourquoy n'est-il permis",,,
2421,DC1214,6,14,18,b,En soit le seul maistre.,"Mon Dieu, pourquoy n'est-il permis",,,
2422,DC1215,1,1,4,a,"Pareille au feu de nom, et cruauté,",Pareille au feu de nom et cruaulté,,,
2423,DC1215,2,5,9,a,"Pareille et plus, que Venus en beauté,",Pareille au feu de nom et cruaulté,,,
2424,DC1215,3,9,15,b,"Esteins mon feu, je ne suis Salmandre",Pareille au feu de nom et cruaulté,,,
2425,DC1215,4,15,20,a,"Pour vivre au feu, qui tant m'a tourmenté,",Pareille au feu de nom et cruaulté,,,
2426,DC1215,5,20,32,b,S'il ne te plaist sur moy ta grace estendre.,Pareille au feu de nom et cruaulté,,,
2427,DC1216,1,1,6,a,"Helas amy ta loyauté,","Helas amy, ta loiaulté point ne mérite",,,
2428,DC1216,2,6,9,a,"Point ne merite cruauté,","Helas amy, ta loiaulté point ne mérite",,,
2429,DC1216,3,9,16,b,"Je voudrois bien ton feu esteindre,","Helas amy, ta loiaulté point ne mérite",,,
2430,DC1216,4,16,20,a,"Ce que ne puis en verité,","Helas amy, ta loiaulté point ne mérite",,,
2431,DC1216,5,20,27,b,Si n'esteins le mien qui est moindre.,"Helas amy, ta loiaulté point ne mérite",,,
2432,DC1217,1,1,13,a,Amour a faict ce qu'il ne peut deffaire,Amour a faict ce qu'il ne peut deffaire,,,
2433,DC1217,2,12,19,b,"Quand il a fait de nós cueurs union,",Amour a faict ce qu'il ne peut deffaire,,,
2434,DC1217,3,19,28,a,C'est maintenant à Dieu à le parfaire,Amour a faict ce qu'il ne peut deffaire,,,
2435,DC1217,4,28,34,b,En les gardant de separation.,Amour a faict ce qu'il ne peut deffaire,,,
2436,DC1218,1,1,4,a,"Si c'est Amour de mourir en soy mesmes,",Si c'est Amour de mourir en soy mesmes,,,
2437,DC1218,2,4,7,b,"Pour vivre ailleurs en peine et en souci,",Si c'est Amour de mourir en soy mesmes,,,
2438,DC1218,3,1,4,a,"Si c'est Amour de se submettre aux femmes,",Si c'est Amour de mourir en soy mesmes,,,
2439,DC1218,4,4,7,b,"Pour s'oublier, et demeurer transi.",Si c'est Amour de mourir en soy mesmes,,,
2440,DC1218,5,8,11,b,Si c'est Amour de vivre en la merci,Si c'est Amour de mourir en soy mesmes,,,
2441,DC1218,6,12,16,c,"D'un cueur qui n'a de nul compassion,",Si c'est Amour de mourir en soy mesmes,,,
2442,DC1218,7,16,20,b,"Je ne sçeu onc, ne veux sçavoir aussi,",Si c'est Amour de mourir en soy mesmes,,,
2443,DC1218,8,20,23,c,"Que c'est Amour, n'y de sa passion.",Si c'est Amour de mourir en soy mesmes,,,
2444,DC1219,1,1,11,a,"A vous parler je ne puis mon amy,",A vous parler je ne puis,,,
2445,DC1219,2,11,18,b,"Car maintenant je suis en grand' souffrance,",A vous parler je ne puis,,,
2446,DC1219,3,18,27,a,"Par mesdisans je suis de vous bani,",A vous parler je ne puis,,,
2447,DC1219,4,27,36,b,Un jour viendra que j'en auray vengeance.,A vous parler je ne puis,,,
2448,DC1220,1,1,6,a,"Tu m'as, cruel, sans cause delaissée,","Tu m'as, cruel, sans cause délaissée",,,
2449,DC1220,2,7,12,b,"Ce que de toy ne puis, n'y voudrois faire,","Tu m'as, cruel, sans cause délaissée",,,
2450,DC1220,3,12,17,a,"Mais pour sortir du mal dont suis blessée,","Tu m'as, cruel, sans cause délaissée",,,
2451,DC1220,4,17,22,b,Fin à mes jours mettras par mort amere.,"Tu m'as, cruel, sans cause délaissée",,,
2452,DC1220,5,22,29,b,"Un regret ay, lequel je ne puis taire,","Tu m'as, cruel, sans cause délaissée",,,
2453,DC1220,6,29,35,c,"Que si du temps qu'estois ton amoureuse,","Tu m'as, cruel, sans cause délaissée",,,
2454,DC1220,7,36,41,b,"Dieu eust voulu à mourir me complaire,","Tu m'as, cruel, sans cause délaissée",,,
2455,DC1220,8,42,48,c,Oncques ne fut une mort tant heureuse.,"Tu m'as, cruel, sans cause délaissée",,,
2456,DC1221,1,1,8,a,"Quelqu'un voulant plaisanter un petit,",Quelqu'un voulant plaisanter un petit,,,
2457,DC1221,2,8,13,b,"Disait un jour à une non sotarde,",Quelqu'un voulant plaisanter un petit,,,
2458,DC1221,3,14,20,a,"De vous baiser j'ay un grand appetit,",Quelqu'un voulant plaisanter un petit,,,
2459,DC1221,4,20,26,b,Mais votre nés (qui est si long) m'engarde.,Quelqu'un voulant plaisanter un petit,,,
2460,DC1221,5,26,32,b,"La dame alors vivement le regarde,",Quelqu'un voulant plaisanter un petit,,,
2461,DC1221,6,32,39,c,"En luy disant (monsieur) pour si peu ne tenés,",Quelqu'un voulant plaisanter un petit,,,
2462,DC1221,7,39,42,b,"Car si cela seulement vous retarde,",Quelqu'un voulant plaisanter un petit,,,
2463,DC1221,8,42,61,c,J'ay bien pour vous un visaige sans nés.,Quelqu'un voulant plaisanter un petit,,,
2464,DC1222,1,1,3,a,"Madame voulés vous du noir,",Madame voulez-vous du noir (Le noir a noirci),,,
2465,DC1222,2,3,9,b,Et en revoulés vous du bon.,Madame voulez-vous du noir (Le noir a noirci),,,
2466,DC1222,3,4,10,b,"Du sureluribon, du bon,",Madame voulez-vous du noir (Le noir a noirci),,,
2467,DC1222,4,8,12,a,Et à noirci de ce bon noir.,Madame voulez-vous du noir (Le noir a noirci),,,
2468,DC1222,5,12,16,c,"Je vous demande en demandant,",Madame voulez-vous du noir (Le noir a noirci),,,
2469,DC1222,6,14,19,c,"Si femme noire a le cul blanc,",Madame voulez-vous du noir (Le noir a noirci),,,
2470,DC1222,7,19,21,a,Je vous respons (sans aller voir),Madame voulez-vous du noir (Le noir a noirci),,,
2471,DC1222,8,21,23,a,Que femme blanche a le cul noir.,Madame voulez-vous du noir (Le noir a noirci),,,
2472,DC1222,9,23,25,a,"Et à noirci du noir,",Madame voulez-vous du noir (Le noir a noirci),,,
2473,DC1222,10,23,25,b,Et en revoulés vous du bon,Madame voulez-vous du noir (Le noir a noirci),,,
2474,DC1222,11,25,27,b,du sureluribon,Madame voulez-vous du noir (Le noir a noirci),,,
2475,DC1222,12,26,29,a,du bon de ce bon noir.,Madame voulez-vous du noir (Le noir a noirci),,,
2476,DC1222,13,28,30,d,La chamberiere du molinet,Madame voulez-vous du noir (Le noir a noirci),,,
2477,DC1222,14,30,32,d,"Entra un jour au cabinet,",Madame voulez-vous du noir (Le noir a noirci),,,
2478,DC1222,15,32,35,e,"D'un jeune galland sans souci,",Madame voulez-vous du noir (Le noir a noirci),,,
2479,DC1222,16,34,38,e,Pour avoir du noir à noirci.,Madame voulez-vous du noir (Le noir a noirci),,,
2480,DC1222,17,38,40,f,"Le compagnon prompt, et habille,",Madame voulez-vous du noir (Le noir a noirci),,,
2481,DC1222,18,40,43,f,Trois fois luy emplit sa coquille,Madame voulez-vous du noir (Le noir a noirci),,,
2482,DC1222,19,44,45,e,De ce gentil noir à noirci.,Madame voulez-vous du noir (Le noir a noirci),,,
2483,DC1222,20,45,56,a,Et en revoulés vous de ce bon noir,Madame voulez-vous du noir (Le noir a noirci),,,
2484,DC1223,1,1,4,a,L'autr'hier mi cheminoye,L'aultr' hier mi cheminoye (Le bobo),,,
2485,DC1223,2,3,10,b,"Mon chemin à Laval,",L'aultr' hier mi cheminoye (Le bobo),,,
2486,DC1223,3,10,13,c,"Trouvay jeune fillette,",L'aultr' hier mi cheminoye (Le bobo),,,
2487,DC1223,4,12,15,d,"Qui au marché s'en va,",L'aultr' hier mi cheminoye (Le bobo),,,
2488,DC1223,5,15,20,b,Helas que le bobo m'y fait mal.,L'aultr' hier mi cheminoye (Le bobo),,,
2489,DC1223,6,20,24,c,La priay d'amourette,L'aultr' hier mi cheminoye (Le bobo),,,
2490,DC1223,7,24,26,d,"Elle si accorda,",L'aultr' hier mi cheminoye (Le bobo),,,
2491,DC1223,8,26,28,c,"La jettay sur l'herbette,",L'aultr' hier mi cheminoye (Le bobo),,,
2492,DC1223,9,28,31,d,Trois fois luy fis cela.,L'aultr' hier mi cheminoye (Le bobo),,,
2493,DC1223,10,31,47,b,Helas que le bobo m'y fait mal.,L'aultr' hier mi cheminoye (Le bobo),,,
2494,DC1224,1,1,5,a,"Le petit peton madame,",Le petit peton madame,,,
2495,DC1224,2,4,8,b,Le petit pied m'y fait mal.,Le petit peton madame,,,
2496,DC1224,3,8,10,c,L'autre jour en ceste ville,Le petit peton madame,,,
2497,DC1224,4,10,15,d,"Un gentil homme arriva,",Le petit peton madame,,,
2498,DC1224,5,15,17,c,Rencontre une jeune fille,Le petit peton madame,,,
2499,DC1224,6,17,20,d,D'amourettes la pria.,Le petit peton madame,,,
2500,DC1224,7,20,25,a,"Le petit peton madame,",Le petit peton madame,,,
2501,DC1224,8,22,27,b,Le petit pied m'y fait mal.,Le petit peton madame,,,
2502,DC1224,9,27,31,e,"Le galland luy fit la guerre,",Le petit peton madame,,,
2503,DC1224,10,31,33,d,"Sur l'herbette la jetta,",Le petit peton madame,,,
2504,DC1224,11,34,36,e,"Pucelle la mist par terre,",Le petit peton madame,,,
2505,DC1224,12,36,43,d,Mais grossette la leva.,Le petit peton madame,,,
2506,DC1224,13,44,54,a,"Le petit peton madame,",Le petit peton madame,,,
2507,DC1224,14,54,56,b,Le petit pied m'y fait mal.,Le petit peton madame,,,
2508,DC1225,1,1,11,a,"Dedans ton cueur est clos le mien transi,",Dedans ton cueur est clos le mien transi,,,
2509,DC1225,2,10,17,b,"Par ton amour, dont s'il me faut mourir,",Dedans ton cueur est clos le mien transi,,,
2510,DC1225,3,17,27,a,Tu en mourras parfaitement aussi:,Dedans ton cueur est clos le mien transi,,,
2511,DC1225,4,28,35,b,Car le cueur mort fera le vif pourrir.,Dedans ton cueur est clos le mien transi,,,
2512,DC1301,1,1,8,a,"Si vous eussiés seulement dit ouy,",Si vous eussiez seullement dict ouy,,,
2513,DC1301,2,8,15,b,"J’eusse baisé ceste bouche friande,",Si vous eussiez seullement dict ouy,,,
2514,DC1301,3,15,20,a,"Incontinent je m’en fusse fuy,",Si vous eussiez seullement dict ouy,,,
2515,DC1301,4,19,22,b,"De peur d’avoir une envie plus grande,",Si vous eussiez seullement dict ouy,,,
2516,DC1301,5,22,25,b,"Car sans mentir vostre bouche demande,",Si vous eussiez seullement dict ouy,,,
2517,DC1301,6,25,31,c,"Et si semond qu’on soit d’elle amoureux,",Si vous eussiez seullement dict ouy,,,
2518,DC1301,7,31,34,b,"Et d’advantaige elle veux, et commande,",Si vous eussiez seullement dict ouy,,,
2519,DC1301,8,35,50,c,En la baisant qu’on desire avoir mieux.,Si vous eussiez seullement dict ouy,,,
2520,DC1302,1,1,7,a,"A un Cafart de haute gresse,",A un cafart de haute gresse,,,
2521,DC1302,2,7,13,b,"Une dame se confessoit ,",A un cafart de haute gresse,,,
2522,DC1302,3,1,7,a,"Lequel d’une malice expresse,",A un cafart de haute gresse,,,
2523,DC1302,4,7,13,b,Assés hautement la tensoit.,A un cafart de haute gresse,,,
2524,DC1302,5,14,17,b,"Or voyant qu’il se couroussoit,",A un cafart de haute gresse,,,
2525,DC1302,6,17,21,c,La dame dit (sans s’effrayer),A un cafart de haute gresse,,,
2526,DC1302,7,21,23,c,Beau pere je veux vous prier,A un cafart de haute gresse,,,
2527,DC1302,8,23,28,d,"Me despescher ou parler bas,",A un cafart de haute gresse,,,
2528,DC1302,9,28,44,c,"Car il semble à vous voir crier,",A un cafart de haute gresse,,,
2529,DC1302,10,34,49,d,Que j’aye fait quelque grand cas.,A un cafart de haute gresse,,,
2530,DC1303,1,1,6,a,Par un matin quelque fille escoutoit,Par un matin quelque fille escoutoit,,,
2531,DC1303,2,6,11,b,"Un cordelier, qui descrotoit sa mere,",Par un matin quelque fille escoutoit,,,
2532,DC1303,3,11,16,a,"La descrotant si fort la tourmentoit,",Par un matin quelque fille escoutoit,,,
2533,DC1303,4,16,21,b,Que la fillette en eut pitié amere ,Par un matin quelque fille escoutoit,,,
2534,DC1303,5,21,25,b,"Lors s’escria hola, hola, beau pere,",Par un matin quelque fille escoutoit,,,
2535,DC1303,6,25,29,c,Que faittes vous? la voulés vous tuer?,Par un matin quelque fille escoutoit,,,
2536,DC1303,7,30,33,c,"Làs je vous prie autant qu’on peut prier,",Par un matin quelque fille escoutoit,,,
2537,DC1303,8,33,36,d,"Que pour ce coup vostre ire se deporte,",Par un matin quelque fille escoutoit,,,
2538,DC1303,9,36,39,c,"Car quand j’entends ma mere ainsi crier,",Par un matin quelque fille escoutoit,,,
2539,DC1303,10,39,46,d,Souffrir voudrois la douleur qu’elle porte.,Par un matin quelque fille escoutoit,,,
2540,DC1304,1,1,5,a,"Elle à voulu de moy se separer,",Elle a voulu de moy se séparer,,,
2541,DC1304,2,5,10,b,"Pour autre aymer, et de moy congé prendre,",Elle a voulu de moy se séparer,,,
2542,DC1304,3,1,5,a,"Je n’ay voulu pour cela la blasmer,",Elle a voulu de moy se séparer,,,
2543,DC1304,4,5,10,b,Sous un espoir que ne devois attendre.,Elle a voulu de moy se séparer,,,
2544,DC1304,5,11,16,b,"Car je la voy à celuy tousjours tendre,",Elle a voulu de moy se séparer,,,
2545,DC1304,6,16,21,a,"Me delaissant, et faignant de m’aymer,",Elle a voulu de moy se séparer,,,
2546,DC1304,7,22,26,b,"Dont dire faut que fol suis d’y pretendre,",Elle a voulu de moy se séparer,,,
2547,DC1304,8,26,31,a,Veu qu’a bon droit je m’en puis retirer.,Elle a voulu de moy se séparer,,,
2548,DC1305,1,1,6,a,"Ne te voyant, je languis en tristesse,",Ne te voyant je languis en tristesse,,,
2549,DC1305,2,6,10,b,Et ne reçoy si non peine et tourment,Ne te voyant je languis en tristesse,,,
2550,DC1305,3,1,6,a,"En te voyant, je sens telle liesse,",Ne te voyant je languis en tristesse,,,
2551,DC1305,4,6,11,b,Qu’impossible est que je sois plus content.,Ne te voyant je languis en tristesse,,,
2552,DC1305,5,11,15,b,"Puis donc qu’en toy gist mon contentement,",Ne te voyant je languis en tristesse,,,
2553,DC1305,6,15,19,c,"Le mal aussi qui si fort me tourmente,",Ne te voyant je languis en tristesse,,,
2554,DC1305,7,20,24,b,"Ne choisis pas, par mescontentement,",Ne te voyant je languis en tristesse,,,
2555,DC1305,8,24,31,c,Que la douleur que j’ay plus fort n’augmente.,Ne te voyant je languis en tristesse,,,
2556,DC1306,1,1,4,a,"Comme au malade en fievre languissant,",Comme au malade en fievre languissant,,,
2557,DC1306,2,4,11,b,L’eau froide un peu sa grand’ ardeur appaise ,Comme au malade en fievre languissant,,,
2558,DC1306,3,1,4,a,"Puis tout soudain rend son mal plus puissant,",Comme au malade en fievre languissant,,,
2559,DC1306,4,4,12,a,Ainsi le mien tousjours s’en va croissant.,Comme au malade en fievre languissant,,,
2560,DC1306,5,12,17,b,"Quand le corail de ses levres je baise,",Comme au malade en fievre languissant,,,
2561,DC1306,6,17,22,b,"L’eau goutte à goutte embrase la fournaise,",Comme au malade en fievre languissant,,,
2562,DC1306,7,22,27,c,"Et la peut bien desamortir contraindre,",Comme au malade en fievre languissant,,,
2563,DC1306,8,27,32,b,Si on la jecte à grands flocs sur la braise ,Comme au malade en fievre languissant,,,
2564,DC1306,9,33,36,b,"Essaiés donc, pour me rendre à mon aise,",Comme au malade en fievre languissant,,,
2565,DC1306,10,36,44,c,Si par baiser mon feu se peut estaindre.,Comme au malade en fievre languissant,,,
2566,DC1307,1,1,3,a,"Je me plains, et lamente,",Je me plains et lamente,,,
2567,DC1307,2,3,5,b,"Contre tant d'ennemys,",Je me plains et lamente,,,
2568,DC1307,3,5,8,a,Qui sans cesse tourmente,Je me plains et lamente,,,
2569,DC1307,4,8,9,b,"C’il, qui s’est du tout mis",Je me plains et lamente,,,
2570,DC1307,5,10,13,c,"Au reng d’un serviteur,",Je me plains et lamente,,,
2571,DC1307,6,12,15,c,Dont tu es le seigneur.,Je me plains et lamente,,,
2572,DC1307,7,1,3,d,Si mon esp’rit desire,Je me plains et lamente,,,
2573,DC1307,8,3,5,b,"Dame de si haut pris,",Je me plains et lamente,,,
2574,DC1307,9,5,8,d,Ce n’est luy qui aspire,Je me plains et lamente,,,
2575,DC1307,10,8,9,b,Au lieu qui l'a surpris ,Je me plains et lamente,,,
2576,DC1307,11,10,13,e,"Mais vous, qui sans effort,",Je me plains et lamente,,,
2577,DC1307,12,12,15,e,Pouvés vaincre le fort.,Je me plains et lamente,,,
2578,DC1308,1,1,9,a,"O Fortune, ô que tu m’es malheureuse,","O Fortune, ô que tu m'es malheureuse",,,
2579,DC1308,2,9,13,b,"O que me fais de tourment recevoir,","O Fortune, ô que tu m'es malheureuse",,,
2580,DC1308,3,13,21,a,De m’avoir fait estre si amoureuse,"O Fortune, ô que tu m'es malheureuse",,,
2581,DC1308,4,21,25,b,"Du plus parfait, dont l’on se peut pourvoir.","O Fortune, ô que tu m'es malheureuse",,,
2582,DC1308,5,26,29,b,"Je dis tourment, car je ne le puis voir,","O Fortune, ô que tu m'es malheureuse",,,
2583,DC1308,6,29,40,c,"Quand je le veux, ô Fortune ennemye ","O Fortune, ô que tu m'es malheureuse",,,
2584,DC1308,7,40,44,b,"Ou sont les biens que nous soulions avoir,","O Fortune, ô que tu m'es malheureuse",,,
2585,DC1308,8,44,54,c,Au temps premier de nostre heureuse vie.,"O Fortune, ô que tu m'es malheureuse",,,
2586,DC1309,1,1,3,a,"Sus, sus, sus, qu’on la reveille","Sus, Sus, Sus, qu'on la reveille",,,
2587,DC1309,2,3,6,a,"La bouteille,","Sus, Sus, Sus, qu'on la reveille",,,
2588,DC1309,3,6,9,a,"Il n’est pas temps qu’on sommeille,","Sus, Sus, Sus, qu'on la reveille",,,
2589,DC1309,4,8,13,b,Et boire il faut.,"Sus, Sus, Sus, qu'on la reveille",,,
2590,DC1309,5,13,15,c,Je voudrois qu’il m’eust cousté,"Sus, Sus, Sus, qu'on la reveille",,,
2591,DC1309,6,14,16,d,"Ma robe et mon chapperon,","Sus, Sus, Sus, qu'on la reveille",,,
2592,DC1309,7,16,19,c,Et que j’eusse rencontré,"Sus, Sus, Sus, qu'on la reveille",,,
